Project Name,Enbloced,Land Size,Master Plan GFA,Plot Ratio,Postal Code,Property Type,Tenure,Planning Area,District,Age,Number of Units,Average Price,Historical High,Historical Low,Distance to MRT,Enbloc Probability,En Bloc Likelihood
GILSTEAD MANSION,0,3322.0,21270.96451425247,2.2073144876325084,309101,0,1, Novena,11,39.48150357995227,24.0,1417.0,1417.0,477.0,0.4286370591109764,0.18494961074290403,Very Unlikely
GILSTEAD TWO,0,8867.0,25817.0,2.91,309061,0,1, Novena,11,29.0,11.0,2323.0,2365.0,1374.0,0.2982756451741105,0.027126972357337988,Very Unlikely
GISBORNE LIGHT,0,1286.0,2058.0,1.6,259330,0,1, Tanglin,10,40.0,17.0,1506.0,1506.0,661.0,0.6478419748529535,0.3268949285736284,Unlikely
GLAMOUR VILLE,0,1209.0,1692.0,1.4,425120,0,1, Bedok,15,40.0,13.0,1385.0,1385.0,526.0,1.293716902245357,0.36512132788593926,Unlikely
GLASGOW RESIDENCE,0,1294.0,1811.0,1.4,549338,0,0, Hougang,19,33.0,31.0,1394.0,1510.0,781.0,0.7423005229367974,0.27714496765132385,Unlikely
GLENDALE PARK,0,28018.0,53794.0,1.92,669556,1,1, Bukit Batok,23,43.0,448.0,1498.0,1580.0,402.0,0.2763197331984928,0.1996122474003487,Very Unlikely
GLENTREES,0,20633.0,28887.0,1.4,277050,1,0, Bukit Timah,10,38.0,176.0,1676.0,1957.0,418.0,0.880189712780152,0.05196922286310221,Very Unlikely
GLOBAL VILLE,0,1676.0,4693.0,2.8,329192,0,1, Novena,12,43.0,48.0,1180.0,1285.0,461.0,0.7871586686933837,0.4210064161499445,Possible
GLOUCESTER MANSIONS,0,2419.0,6770.0,2.8,307947,0,1, Novena,11,44.0,61.0,1828.0,1867.0,619.0,0.3076025521029084,0.1888713361757149,Very Unlikely
GOLD COAST CONDOMINIUM,0,8039.0,11255.0,1.4,118699,1,1, Queenstown,5,49.0,67.0,1435.0,1575.0,401.0,1.140002983296304,0.263341209151602,Unlikely
GOLD LEAF MANSIONS,0,3703.0,5184.0,1.4,425403,0,1, Bedok,15,50.0,32.0,1220.0,1220.0,428.0,1.120026553143566,0.5410373372293942,Possible
GOLDEN HEIGHTS,0,2467.0,5180.0,2.1,556126,0,1, Serangoon,19,40.0,53.0,1399.0,1399.0,487.0,0.2974029285544356,0.3499303127576493,Unlikely
GOLDEN MILE COMPLEX,0,13465.0,21270.96451425247,2.2073144876325084,199588,0,0, Kallang,7,69.0,68.0,664.0,1015.0,119.0,0.3951994227885185,0.5918128876122665,Possible
GOLDENHILL PARK CONDOMINIUM,0,24346.0,51127.0,2.1,568426,1,1, Serangoon,20,39.0,39.0,1916.0,2041.0,506.0,0.2358128949525914,0.013231201426297867,Very Unlikely
GOLDHILL TOWERS,0,4001.0,21270.96451425247,2.2073144876325084,309021,0,1, Novena,11,54.0,5.0,1974.0,1974.0,523.0,0.8347701757621424,0.11109212315368279,Very Unlikely
GOODLINK PARK,0,257.0,21270.96451425247,2.2073144876325084,758376,0,1, Mandai,27,54.0,3.0,626.0,684.0,264.0,1.076447456133817,0.6706842893285054,Likely
GOODWILL COURT,0,1448.0,4345.0,3.0,455219,0,1, Bedok,15,60.0,7.0,1161.0,1161.0,333.0,1.210804823813968,0.6583901587497241,Likely
GOODWOOD GARDENS,0,3296.0,5275.0,1.6,259889,0,1, Newton,10,39.0,29.0,2233.0,2233.0,755.0,0.496923373579077,0.07704449656615253,Very Unlikely
GOODWOOD GRAND,0,5296.0,8476.0,1.6,257489,1,1, Newton,10,26.0,73.0,2628.0,2730.0,2040.0,0.6018901620693081,0.05145298385843192,Very Unlikely
GOODWOOD RESIDENCE,0,24608.0,39756.0,1.62,259703,1,1, Newton,10,30.0,21.0,2625.0,2940.0,1457.0,0.3045977991347916,0.0034310661815538115,Very Unlikely
GRACE COURT,0,9256.203754831584,21270.96451425247,2.2073144876325084,455059,0,1, Bedok,15,69.0,124.71927846674184,1245.0,1245.0,1245.0,1.080979069436508,0.8513531575674292,Very Likely
GRAMERCY PARK,0,15535.0,32624.0,2.1,249569,1,1, Tanglin,10,27.0,174.0,3289.0,3520.0,2246.0,0.8467152469297846,0.00558946646942082,Very Unlikely
GRAND CHATEAU,0,3711.0,7386.0,1.99,598435,1,1, Bukit Timah,21,47.0,69.0,1211.0,1307.0,415.0,0.852893011841561,0.44837256772868134,Possible
GRAND REGALIA,0,1494.0,2091.0,1.4,534676,0,1, Hougang,19,39.0,2.0,1203.0,1235.0,337.0,0.5608208179650191,0.3609978669242925,Unlikely
GRAND REGENCY,0,1639.0,3278.0,2.0,598431,0,1, Bukit Timah,21,44.0,34.0,1455.0,1455.0,453.0,0.8063029672616779,0.36245036517462575,Unlikely
GRAND RESIDENCE,0,880.0,1232.0,1.4,426237,0,1, Bedok,15,37.0,12.0,1105.0,1174.0,363.0,0.560869355727476,0.38642724495402403,Unlikely
GRANDE VISTA,0,56551.0,78001.0,1.38,809683,1,0, Ang Mo Kio,28,51.0,292.0,1323.0,1414.0,248.0,1.110925716369566,0.06945032955586813,Very Unlikely
GRANDEUR 8,0,20002.0,70013.0,3.5,567741,1,0, Ang Mo Kio,20,38.0,579.0,1295.0,1448.0,367.0,0.7319701972203927,0.19621609573194204,Very Unlikely
Grandeur Park Residences,0,24394.0,51227.0,2.1,465461,1,0, Bedok,16,23.0,72.0,1703.0,1924.0,970.0,0.2196310283155875,0.013492756207917156,Very Unlikely
GRANGE 1866,0,1888.0,3965.0,2.1,249578,0,1, River Valley,10,39.48150357995227,6.0,2988.0,3145.0,2674.0,0.5826776607438743,0.0669615626589915,Very Unlikely
GRANGE HEIGHTS,0,12692.0,35520.0,2.8,238143,0,1, River Valley,9,68.0,12.0,2021.0,2021.0,1143.0,0.5197714493010648,0.20050018996223068,Unlikely
GRANGE INFINITE,0,5468.0,15310.0,2.8,239700,1,1, River Valley,9,32.0,68.0,2457.0,3400.0,1573.0,0.4868246732168011,0.003123958333613631,Very Unlikely
GRANGE RESIDENCES,0,14827.0,41515.0,2.8,249613,1,1, Tanglin,10,39.0,164.0,2943.0,3170.0,1002.0,1.018828545453191,0.004027210497557728,Very Unlikely
GREENDALE COURT,0,912.0,21270.96451425247,2.2073144876325084,289495,0,1, Bukit Timah,11,54.0,124.71927846674184,1335.0,1335.0,747.0,0.6370471859939988,0.5595819168370799,Possible
GREENLANE APARTMENTS,0,1025.0,1437.0,1.4,438898,0,1, Geylang,15,49.0,124.71927846674184,1115.0,1115.0,404.0,0.5801065206123234,0.7105594406758451,Likely
GUILIN VIEW,0,31025.0,93194.0,3.0,659244,1,0, Bukit Batok,23,43.0,655.0,1014.0,1107.0,271.0,0.315443168859345,0.2575538929551993,Unlikely
H RESIDENCES,0,679.0,435.0,0.64,426049,0,1, Bedok,15,29.0,17.0,1437.0,1520.0,995.0,0.7454011163971178,0.28216694139682635,Unlikely
H2O RESIDENCES,0,16999.0,50996.0,3.0,797530,1,0, Sengkang,28,28.0,521.0,1245.0,1373.0,697.0,0.0927418968614178,0.3004363527552721,Unlikely
HAIG 162,0,1332.0,3727.0,2.8,438773,0,1, Marine Parade,15,30.0,99.0,1700.0,1914.0,988.0,1.14669336942625,0.15556373921520839,Very Unlikely
HAIG APARTMENTS,0,2545.0,3562.0,1.4,438782,0,1, Marine Parade,15,52.0,12.0,1134.0,1145.0,391.0,1.23839203704139,0.5941150285218478,Possible
HAIG COURT,0,19567.0,54789.0,2.8,438791,1,1, Marine Parade,15,39.0,36.0,1735.0,1807.0,437.0,1.089403102667283,0.0200343230510587,Very Unlikely
HAIG ELEVEN,0,963.0,1348.0,1.4,438866,0,1, Marine Parade,15,38.0,16.0,1586.0,1586.0,490.0,1.207468663410608,0.2410416221825072,Unlikely
HAIG LODGE,0,854.0,1197.0,1.4,438768,0,1, Marine Parade,15,47.0,9.0,1052.0,1052.0,368.0,1.112967782591169,0.6025235434859293,Likely
HAIG RESIDENCES,0,592.0,828.0,1.4,438774,0,1, Marine Parade,15,31.0,12.0,1376.0,1416.0,853.0,1.171481981956174,0.3257655555263778,Unlikely
HAIG TEN,0,946.0,1324.0,1.4,438719,0,1, Geylang,15,41.0,1.0,1138.0,1138.0,394.0,1.030210676239154,0.4721254641824209,Possible
HALLMARK RESIDENCES,0,665.0,1064.0,1.6,259325,1,1, Tanglin,10,28.0,75.0,2213.0,2302.0,1518.0,0.6983414749847668,0.11557504372914183,Very Unlikely
HAPPY MANSION,0,2682.0,21270.96451425247,2.2073144876325084,369736,0,1, Geylang,13,66.0,24.0,1030.0,1030.0,326.0,0.5312115396188124,0.6555362312267881,Likely
HARBOUR SUITES,0,1055.0,2215.0,2.1,99454,0,1, Bukit Merah,4,29.0,44.0,1578.0,1835.0,1098.0,0.7190341354331551,0.1539154059897846,Very Unlikely
HARBOUR VIEW TOWERS,0,13043.0,27388.0,2.1,109258,1,0, Bukit Merah,4,49.0,154.0,1444.0,1530.0,377.0,0.1960386659594932,0.22839359297533435,Unlikely
HARBOURLIGHTS,0,7060.0,13143.0,1.86,98830,0,1, Bukit Merah,4,46.0,139.0,1809.0,1811.0,513.0,0.7190341354331551,0.22204877152877717,Unlikely
HARVEST MANSIONS,0,4204.0,8408.0,2.0,169638,0,0, Bukit Merah,3,47.0,66.0,1447.0,1447.0,361.0,0.671665026129316,0.3467617270997845,Unlikely
HAUS ON HANDY,0,4796.0,6715.0,1.4,228482,1,0, Museum,9,39.48150357995227,188.0,2701.0,2913.0,2571.0,0.2256176527725368,0.1701568406074831,Very Unlikely
HAWAII TOWER,0,17869.0,50030.0,2.8,437898,1,1, Marine Parade,15,59.0,135.0,1760.0,1800.0,246.0,1.295144216935702,0.08457821772908826,Very Unlikely
HAZEL PARK CONDOMINIUM,0,44808.0,93861.0,2.09,678943,1,0, Bukit Panjang,23,43.0,696.0,1550.0,1720.0,329.0,0.3345130038768722,0.07801650948575861,Very Unlikely
HEDGES PARK CONDOMINIUM,0,30679.0,42951.0,1.4,506881,1,0, Pasir Ris,17,28.0,51.0,1112.0,1342.0,723.0,1.314876512303489,0.06153399729540563,Very Unlikely
HEJI GARDENS,0,1772.0,2481.0,1.4,425692,0,1, Marine Parade,15,60.0,8.0,941.0,949.0,344.0,0.8691822340941585,0.7728684553908733,Likely
HELIOS RESIDENCES,0,7400.0,20790.0,2.81,229815,0,1, Newton,9,32.0,14.0,2328.0,3976.0,1815.0,0.6405338788131988,0.0003517194638721616,Very Unlikely
HERITAGE APARTMENTS,0,2998.0,8394.0,2.8,259960,1,1, Newton,10,48.0,19.0,2781.0,2781.0,948.0,0.6282944929403046,0.03702081229611907,Very Unlikely
HERITAGE EAST,0,2174.0,3043.0,1.4,429024,0,1, Bedok,15,31.0,65.0,1584.0,1852.0,841.0,1.319234301213305,0.1376928210425595,Very Unlikely
HERITAGE PLACE,0,11531.0,48430.0,4.2,188108,0,0, Downtown Core,7,45.0,21.0,1666.0,1736.0,432.0,0.2225714670526127,0.03825053165001418,Very Unlikely
HERITAGE RESIDENCES,0,1331.0,1864.0,1.4,425537,0,1, Bedok,15,35.0,19.0,1380.0,1432.0,492.0,0.9430042785347936,0.2689968538408933,Unlikely
HERITAGE VIEW,0,36503.0,76657.0,2.1,138678,1,0, Queenstown,5,43.0,618.0,1438.0,1599.0,307.0,0.5945830885014328,0.1351362696617067,Very Unlikely
HERTFORD COLLECTION,0,1394.0,1952.0,1.4,219408,0,1, Kallang,8,30.0,25.0,1305.0,1524.0,970.0,0.5892062119885867,0.2503650158851693,Unlikely
HERTFORD MANSION,0,1071.0,1499.0,1.4,219380,1,1, Kallang,8,39.48150357995227,12.0,1231.0,1231.0,413.0,0.6536562220280315,0.4056935998892786,Possible
HIGH OAK CONDOMINIUM,0,16687.0,23367.0,1.4,596290,1,0, Bukit Timah,21,44.0,192.0,1207.0,1327.0,360.0,0.5265413159246861,0.33536642392815874,Unlikely
HIGH PARK RESIDENCES,0,34018.0,167074.0,4.91,797415,0,0, Sengkang,28,24.0,139.0,1404.0,1639.0,765.0,0.1860433714929271,0.00031489540697314376,Very Unlikely
HIGH STREET CENTRE,0,5593.0,39152.0,7.0,179094,0,0, Downtown Core,6,38.0,124.71927846674184,1801.0,1801.0,1801.0,0.34342121878598,0.2214281291297508,Unlikely
HIGHGATE,0,26100.0,21270.96451425247,2.2073144876325084,596723,1,1, Bukit Timah,21,48.0,324.0,1406.0,1458.0,404.0,1.163599976676143,0.4850656693699869,Possible
HIGHLAND CENTRE,0,4237.0,12711.0,3.0,545535,0,1, Hougang,19,48.0,19.0,956.0,956.0,319.0,0.7527665432356562,0.5521778796982283,Possible
HIGHLAND CONDOMINIUM,0,3970.0,5520.0,1.39,549170,1,1, Hougang,19,50.0,24.0,990.0,1015.0,415.0,0.5852478824303377,0.6354802740971958,Likely
HIGHLINE RESIDENCES,0,10978.0,43912.0,4.0,168591,1,0, Bukit Merah,3,25.0,5.0,2211.0,2441.0,1535.0,0.3890070739949416,0.008816095795765014,Very Unlikely
HIJAUAN,0,1841.0,3869.0,2.1,229618,0,1, Newton,9,28.0,41.0,1967.0,2647.0,1601.0,0.4353147202046585,0.027406373563725373,Very Unlikely
HILBRE28,0,2026.0,2837.0,1.4,549018,0,0, Hougang,19,26.0,28.0,1482.0,1616.0,1022.0,1.118893189863746,0.20407174384395432,Unlikely
HILL HOUSE,0,1329.0,3720.0,2.8,239666,0,0, River Valley,9,39.48150357995227,72.0,2995.0,3168.0,2783.0,0.551645771630932,0.09316305550809086,Very Unlikely
HILLBROOKS,0,18268.0,35025.0,1.92,669590,1,1, Bukit Batok,23,44.0,299.0,1362.0,1508.0,379.0,0.6577418588695013,0.2513244224310943,Unlikely
HILLCREST ARCADIA,0,41085.0,67290.0,1.64,289847,1,0, Bukit Timah,11,63.0,272.0,1226.0,1377.0,259.0,1.026916090936576,0.177768333721049,Very Unlikely
HILLCREST PARK,0,622.0,21270.96451425247,2.2073144876325084,286802,0,1, Bukit Timah,11,39.48150357995227,124.71927846674184,1632.0,1632.0,718.0,1.168107958636697,0.22735622506828976,Unlikely
HILLINGTON GREEN,0,33199.0,63077.0,1.9,669565,1,0, Bukit Batok,23,41.0,48.0,1408.0,1527.0,348.0,0.4937594710944579,0.02546952186933834,Very Unlikely
HILLION RESIDENCES,0,18955.0,56864.0,3.0,677671,1,0, Bukit Panjang,23,26.0,546.0,1632.0,1836.0,1032.0,0.0901792927916459,0.13196634927614476,Very Unlikely
HILLS APARTMENT,0,3203.0,21270.96451425247,2.2073144876325084,309029,0,1, Novena,11,68.0,1.0,2012.0,2012.0,681.0,0.8598612591082188,0.2172992985616834,Unlikely
HILLS TWOONE,0,2623.0,5036.0,1.92,669232,0,1, Bukit Batok,23,27.0,71.0,1439.0,1543.0,1052.0,1.009575227794216,0.27593570077325147,Unlikely
HILLSIDE MANSIONS,0,2806.0,3929.0,1.4,548943,0,1, Hougang,19,51.0,28.0,1174.0,1201.0,418.0,0.908251454686158,0.5668100244573151,Possible
HILLSTA,0,5853.0,8194.0,2.1,667973,1,0, Bukit Batok,23,27.0,416.0,1226.0,1398.0,861.0,0.2860358451192694,0.6152144611470182,Likely
HILLTOP GROVE,0,13009.0,25026.0,1.92,669619,1,0, Bukit Batok,23,42.0,192.0,961.0,1016.0,269.0,0.824781226678503,0.47192439670128583,Possible
HILLTOPS,0,10886.0,30480.0,2.8,229808,1,1, Newton,9,32.0,241.0,3613.0,4812.0,2199.0,0.5572418519018936,0.0002047659456341826,Very Unlikely
HILLVIEW 128,0,4896.0,9400.0,1.92,669595,0,0, Bukit Batok,23,41.0,9.0,1087.0,1101.0,405.0,0.9256852439631188,0.42197475443823546,Possible
HILLVIEW APARTMENTS,0,2339.0,4493.0,1.92,669570,0,1, Bukit Batok,23,46.0,36.0,1286.0,1286.0,382.0,0.7427488694255676,0.4546927639081501,Possible
HILLVIEW GARDEN ESTATE,0,308.0,21270.96451425247,2.2073144876325084,669088,0,0, Bukit Batok,23,39.48150357995227,124.71927846674184,1486.0,1486.0,388.0,0.6401205321185096,0.22635479404511202,Unlikely
HILLVIEW GREEN,0,27409.0,52626.0,1.92,598741,1,0, Bukit Batok,21,45.0,4.0,1288.0,1405.0,295.0,0.5864031268303932,0.04961438645950751,Very Unlikely
HILLVIEW HEIGHTS,0,26430.0,51186.0,1.94,669559,1,1, Bukit Batok,23,47.0,36.0,1491.0,1542.0,357.0,0.2927011426552336,0.05512220997813302,Very Unlikely
HILLVIEW PARK,0,14290.0,27151.0,1.9,669554,1,1, Bukit Batok,23,48.0,184.0,1452.0,1610.0,344.0,0.3313824438925517,0.2036978896859374,Unlikely
HILLVIEW REGENCY,0,22845.0,63967.0,2.8,659920,1,0, Bukit Batok,23,37.0,572.0,1024.0,1263.0,364.0,1.109293312797561,0.28885349754227346,Unlikely
HILLVIEW RESIDENCE,0,6611.0,12688.0,1.92,669599,1,0, Bukit Batok,23,41.0,98.0,1324.0,1378.0,441.0,0.9425470077548254,0.329645716375081,Unlikely
HILLVISTA,0,6941.0,13187.0,1.9,669743,1,1, Bukit Batok,23,33.0,127.0,1488.0,1488.0,905.0,0.5224048084121409,0.32790774600636413,Unlikely
HOA NAM BUILDING,0,1985.0,5955.0,3.0,209264,0,1, Kallang,8,60.0,36.0,1586.0,1586.0,373.0,0.3518197008605779,0.4269772016551302,Possible
HOCK MANSION,0,1259.0,2643.0,2.1,228022,0,1, Rochor,9,68.0,124.71927846674184,1406.0,1406.0,416.0,0.4471026306467528,0.7557050515244857,Likely
HOLLAND COURT,0,3694.0,5171.0,1.4,278576,0,1, Bukit Timah,10,39.48150357995227,22.0,2002.0,2002.0,552.0,0.2626785802376361,0.10168167766435678,Very Unlikely
HOLLAND HILL LODGE,0,839.0,1343.0,1.6,278742,0,1, Bukit Timah,10,46.0,11.0,1706.0,1706.0,468.0,0.7797759693745545,0.2506375544752423,Unlikely
HOLLAND HILL PARK,0,3856.0,6170.0,1.6,278731,1,1, Bukit Timah,10,51.0,4.0,1604.0,1604.0,462.0,0.7284324868281145,0.299709843780906,Unlikely
HOLLAND MEWS,0,1980.0,2772.0,1.4,258867,0,1, Tanglin,10,39.0,21.0,1449.0,1960.0,666.0,0.921850508840942,0.09060486169974326,Very Unlikely
HOLLAND PEAK,0,12596.0,20153.0,1.6,278739,1,1, Bukit Timah,10,49.0,132.0,1766.0,1824.0,514.0,0.6458300910847827,0.18049737301092625,Very Unlikely
HOLLAND RESIDENCES,0,6855.0,9597.0,1.4,276337,1,1, Bukit Timah,10,31.0,83.0,2219.0,2219.0,1140.0,0.3673539355914888,0.08401107563679842,Very Unlikely
HOLLAND SUITES,0,1242.0,1741.0,1.4,278568,0,1, Bukit Timah,10,44.0,15.0,1834.0,1868.0,493.0,0.3508383817280725,0.16796917103953835,Very Unlikely
HOLLAND TOWER,0,2033.0,4059.0,2.2073144876325084,249510,0,1, Tanglin,10,39.48150357995227,19.0,1307.0,2456.0,614.0,0.765600213308025,0.01553504048192963,Very Unlikely
HOLLANDSWOOD COURT,0,2475.0,3539.0,1.43,249473,0,0, Tanglin,10,63.0,27.0,903.0,938.0,216.0,0.8521066514934463,0.7786921230678572,Likely
HOLLYWOOD APARTMENTS,0,1199.0,1678.0,1.4,238701,1,1, River Valley,9,39.48150357995227,4.0,1666.0,1666.0,565.0,0.4377004035352383,0.2159978576924739,Unlikely
HOLT RESIDENCES,0,3432.0,9622.0,2.8,249444,0,1, Tanglin,10,43.0,46.0,1963.0,1994.0,700.0,0.8791964630049883,0.13228356141932351,Very Unlikely
HOMEY GARDENS,0,1876.0,2626.0,1.4,425283,0,1, Bedok,15,42.0,24.0,1044.0,1174.0,456.0,1.283345984407243,0.46543455443947535,Possible
HONG BUILDING,0,579.0,1737.0,3.0,218451,0,1, Kallang,8,62.0,124.71927846674184,1041.0,1041.0,1041.0,0.5919322387407783,0.9192748614160876,Very Likely
HONG HENG GARDEN,0,8133.0,11527.0,1.42,779084,0,1, Yishun,26,56.0,27.0,856.0,856.0,215.0,0.6535153473722901,0.6915913096230788,Likely
HONG HENG MANSIONS,0,7306.0,10229.0,1.4,779085,0,1, Yishun,26,47.0,41.0,921.0,921.0,292.0,0.497999635947392,0.5966383630692342,Possible
HONOLULU TOWER,0,6409.0,13459.0,2.1,259719,0,1, Tanglin,10,58.0,3.0,1855.0,1855.0,356.0,0.6030308281136216,0.18014294553082175,Very Unlikely
HORIZON RESIDENCES,0,5743.0,8047.0,1.4,118862,1,1, Queenstown,5,29.0,72.0,1609.0,1920.0,1286.0,0.2558008579248241,0.1305563805472724,Very Unlikely
HOUGANG GREEN,0,16514.0,21270.96451425247,2.2073144876325084,539748,0,0, Hougang,19,45.0,9.0,831.0,981.0,263.0,0.7068342276507682,0.33564851715811433,Unlikely
HUA XIN COURT,0,6294.0,8811.0,1.4,456644,1,1, Bedok,15,60.0,32.0,1426.0,1426.0,491.0,1.427873963665929,0.5276172757563473,Possible
HUME PARK I,0,31866.0,44613.0,1.4,598718,1,1, Bukit Batok,21,48.0,328.0,1377.0,1429.0,276.0,0.1305766035431349,0.24780794362235273,Unlikely
HUME PARK II,0,27005.0,37808.0,1.4,598727,1,1, Bukit Batok,21,46.0,324.0,1457.0,1560.0,352.0,0.1355770116022945,0.2321016539295894,Unlikely
HUNDRED TREES,0,24861.0,39777.0,1.6,127997,1,0, Clementi,5,30.0,396.0,1594.0,1695.0,683.0,0.8073919340421816,0.15070218067187716,Very Unlikely
Hyll on Holland,0,7860.0,13830.0,2.2073144876325084,275749,1,1, Bukit Timah,10,39.48150357995227,319.0,2710.0,3017.0,2242.0,0.7051597858177672,0.12112156168825819,Very Unlikely
ICON,0,6566.0,55157.0,8.4,78877,1,0, Downtown Core,2,36.0,646.0,1770.0,2515.0,540.0,0.4027632294585428,0.030815906784621698,Very Unlikely
IDYLLIC EAST,0,2439.0,3415.0,1.4,466588,0,1, Bedok,16,33.0,34.0,1260.0,1372.0,586.0,1.234462327021725,0.28954973701776254,Unlikely
IDYLLIC RESIDENCES,0,1927.0,2698.0,1.4,425346,0,1, Bedok,15,34.0,29.0,1074.0,1293.0,587.0,1.152433529050238,0.32091543054516575,Unlikely
IKIGAI,0,9256.203754831584,21270.96451425247,2.2073144876325084,307818,0,1, Novena,11,39.48150357995227,16.0,2214.0,2281.0,2121.0,0.4898785208712559,0.1394389580917204,Very Unlikely
ILLUMINAIRE ON DEVONSHIRE,0,1342.0,3760.0,2.8,239900,0,1, River Valley,9,32.0,72.0,2237.0,2606.0,1622.0,0.2824229229758238,0.05612191282989474,Very Unlikely
IMPERIAL HEIGHTS,0,24507.0,68621.0,2.8,438620,0,1, Geylang,15,34.0,1.0,1506.0,1637.0,669.0,0.7764427624956307,0.013618223601839573,Very Unlikely
Infini At East Coast,0,2592.0,3629.0,1.4,428978,0,1, Bedok,15,39.48150357995227,36.0,2035.0,2134.0,1626.0,1.330916967798705,0.23393471005579805,Unlikely
INOVA 100,0,561.0,787.0,1.4,425252,0,1, Bedok,15,35.0,9.0,1121.0,1121.0,561.0,1.225106840082756,0.46864803917526343,Possible
INTERNATIONAL PLAZA,0,6978.0,70339.0,10.08,79903,0,0, Downtown Core,2,67.0,21.0,1213.0,1316.0,209.0,0.5340414646161066,0.10037206183582137,Very Unlikely
INTERO,0,2153.0,4521.0,2.1,358841,0,1, Toa Payoh,13,35.0,48.0,1471.0,1562.0,473.0,0.2272568430318561,0.2018493344066348,Unlikely
IRESIDENCES,0,2476.0,6931.0,2.8,329550,0,1, Novena,12,32.0,7.0,1582.0,1623.0,850.0,0.5723274480842461,0.18624949443865282,Very Unlikely
IRIDIUM,0,1401.0,3923.0,2.8,308349,0,1, Novena,11,34.0,45.0,1598.0,1971.0,739.0,0.6041749763877861,0.0891781901728985,Very Unlikely
Irwell Hill Residences,0,12787.0,35803.0,2.8,239588,0,0, River Valley,9,39.48150357995227,54.0,2885.0,4123.0,2460.0,0.7596068011678587,0.000696015394163758,Very Unlikely
ISLAND VIEW,0,28767.0,40273.0,1.4,119519,1,1, Queenstown,5,59.0,72.0,1315.0,1455.0,232.0,0.3940446362056758,0.15147263800856944,Very Unlikely
IVORY,0,1117.0,1564.0,1.4,423468,0,1, Geylang,15,34.0,2.0,1228.0,1340.0,533.0,0.983587452284494,0.2886751663999455,Unlikely
IVORY APARTMENTS,0,1873.0,2608.0,1.39,429079,0,1, Bedok,15,52.0,8.0,1016.0,1016.0,300.0,1.249592895543307,0.6500015163786474,Likely
IVORY HEIGHTS,0,76686.0,21270.96451425247,2.2073144876325084,600117,1,0, Jurong East,22,39.48150357995227,654.0,1015.0,1079.0,212.0,0.5675158804429671,0.7713238900942782,Likely
J C DRAYCOTT,0,1620.0,4537.0,2.8,259426,0,1, Newton,10,45.0,35.0,2214.0,2214.0,542.0,0.6702843835454089,0.0917194715102205,Very Unlikely
J COURT,0,706.0,988.0,1.4,423469,0,1, Bedok,15,54.0,124.71927846674184,889.0,961.0,378.0,0.9323397746035834,0.8113743342127231,Very Likely
J GATEWAY,0,13538.0,56858.0,4.2,608533,1,0, Jurong East,22,27.0,738.0,1815.0,1974.0,1239.0,0.267782346997456,0.27305563338133626,Unlikely
JADE GARDEN,0,9256.203754831584,2100.0,2.2073144876325084,258201,0,1, Tanglin,10,31.0,12.0,1556.0,1563.0,660.0,0.3681026243413176,0.19370967694318889,Very Unlikely
JADE MANSION,0,5495.0,7693.0,1.4,267833,1,1, Bukit Timah,10,61.0,27.0,1865.0,1865.0,543.0,0.2148798859880419,0.2996840742636224,Unlikely
JADE RESIDENCES,0,8586.0,12020.0,1.4,537016,0,1, Serangoon,19,26.0,171.0,1497.0,1749.0,1058.0,0.5096711188190011,0.1774721804450243,Very Unlikely
JADESCAPE,0,40074.0,112206.0,2.8,570314,1,0, Bishan,20,21.0,126.0,1976.0,2232.0,1371.0,0.4920093253691653,0.0009634247888151772,Very Unlikely
JALAN BESAR PLAZA,0,2779.0,8336.0,3.0,208511,0,1, Kallang,8,63.0,44.0,973.0,1006.0,289.0,0.4623830535637786,0.7408314016713721,Likely
JANSEN 28,0,891.0,1247.0,1.4,548431,0,0, Hougang,19,44.0,3.0,1094.0,1094.0,335.0,0.9070076178730077,0.52501010767385,Possible
JANSEN MANSIONS,0,1542.0,2158.0,1.4,548429,0,0, Hougang,19,53.0,12.0,1264.0,762.0,361.0,0.9535676772116278,0.8615942765007194,Very Likely
JANSEN SPRING,0,1673.0,2342.0,1.4,548461,0,0, Hougang,19,42.0,16.0,751.0,898.0,325.0,0.7840383503962459,0.5802040814256001,Possible
JARDIN,0,7491.0,15731.0,2.1,589488,1,1, Bukit Timah,21,31.0,14.0,1799.0,2227.0,1112.0,0.4742341891704782,0.03434534708234401,Very Unlikely
JAYA TOWER,0,4600.0,7360.0,1.6,259738,0,1, Tanglin,10,64.0,124.71927846674184,2101.0,2125.0,499.0,0.2275217489525973,0.28420571914259146,Unlikely
JC COURT,0,824.0,1153.0,1.4,427878,0,1, Geylang,15,45.0,1.0,984.0,984.0,425.0,0.6823871987058414,0.6200084046361507,Likely
JC RESIDENCE,0,501.0,702.0,1.4,428129,0,1, Geylang,15,36.0,12.0,1387.0,1387.0,444.0,0.8466360063321389,0.3032574451651868,Unlikely
JERSEY LODGE,0,2239.0,3134.0,1.4,423491,0,1, Bedok,15,43.0,28.0,1202.0,1213.0,509.0,0.7690695335416342,0.490979962031881,Possible
JERVOIS LODGE,0,9273.0,12983.0,1.4,249015,1,1, Tanglin,10,46.0,18.0,1742.0,1984.0,462.0,0.8701959507484098,0.0783713317112151,Very Unlikely
JERVOIS MANSION,0,8647.0,12106.0,1.4,249100,0,1, Tanglin,10,39.48150357995227,13.0,2374.0,2916.0,2171.0,0.8414265661660687,0.03438648849677368,Very Unlikely
